cat,subcat,market,region,y,y_fcst,MSE,MAPE
Office Supplies,Fasteners,Africa,all,"[21.61, 225.24, 29.1, 38.19, 150.71, 41.58, 77.85, 126.06, 14.04, 55.2, 70.63, 43.9, 56.699999999999996, 16.68, 55.44, 40.44, 247.82999999999998, 17.8, 41.07, 113.09, 64.65, 86.13, 129.10999999999999, 58.650000000000006, 8.14, 86.99, 22.77, 62.54999999999999, 101.65, 179.56, 291.56, 99.82, 30.11, 177.86999999999998, 257.29, 44.29, 57.269999999999996, 486.64, 123.14, 79.92, 542.98, 216.33000000000004, 178.11, 81.11000000000001, 184.45, 427.19, 253.77, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 295.0, 153.0, 99.0, 310.0, 136.0, 69.0, 208.0, 138.0, 67.0, -100.0, 191.0, 510.0, 223.0, 165.0, 240.0, 635.0, 336.0, 347.0, 652.0, 343.0, 322.0, 59.0, 320.0, 822.0, 381.0, 213.0, 285.0, 1066.0, 471.0, 457.0, 1109.0, 534.0, 527.0, 127.0, 500.0, 1301.0]",3.2886437259733095,128.3470001220703
Office Supplies,Fasteners,Asia Pacific,all,"[183.70999999999998, 298.22999999999996, 568.5899999999999, 213.03, 331.33000000000004, 428.83000000000004, 238.07999999999998, 584.8199999999999, 719.5500000000001, 742.1600000000001, 320.27, 227.09, 298.07, 315.74000000000007, 388.42, 320.75, 775.22, 1058.3899999999999, 292.13, 1078.2900000000002, 420.64, 997.86, 1050.19, 666.94, 377.99, 194.54, 367.61, 413.58, 972.1800000000001, 606.54, 169.82000000000002, 1267.26, 1178.44, 811.13, 1064.02, 937.6300000000001, 725.83, 635.87, 351.64, 727.21, 940.9899999999999, 1986.8300000000002, 475.05999999999995, 589.73, 699.01, 953.4, 1707.99, 1139.51, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 948.0, 682.0, 532.0, 227.0, 867.0, 933.0, 1337.0, 1580.0, 1300.0, 890.0, 795.0, 1099.0, 1519.0, 1750.0, 1484.0, 398.0, 625.0, 1197.0, 1873.0, 1544.0, 1204.0, 643.0, 1009.0, 1256.0, 1627.0, 1889.0, 1594.0, 406.0, 699.0, 1295.0, 2054.0, 1621.0, 1271.0, 704.0, 1094.0, 1404.0]",0.6907130598293507,439.9818115234375
Office Supplies,Fasteners,Europe,all,"[182.78999999999996, 343.08000000000004, 504.77000000000004, 149.49, 250.79, 717.47, 210.84, 312.6, 299.48999999999995, 180.84, 251.24, 681.78, 293.68, 294.27, 502.10999999999996, 410.97, 350.03999999999996, 598.9200000000001, 432.26, 844.75, 584.94, 248.4, 663.93, 557.05, 115.50000000000001, 305.28, 238.44, 211.17000000000002, 160.47000000000003, 361.15999999999997, 312.21000000000004, 1030.83, 664.85, 345.96000000000004, 804.6500000000001, 659.3100000000001, 387.71000000000004, 425.58000000000004, 350.96, 567.61, 500.45, 817.6800000000001, 458.08000000000004, 1373.1799999999998, 729.15, 640.14, 858.37, 781.51, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 228.0, 562.0, 452.0, 539.0, 405.0, 445.0, 828.0, 1066.0, 1153.0, 393.0, 1065.0, 836.0, 460.0, 498.0, 272.0, 530.0, 314.0, 581.0, 700.0, 1025.0, 1000.0, 486.0, 927.0, 797.0, 361.0, 465.0, 260.0, 501.0, 289.0, 530.0, 632.0, 964.0, 881.0, 432.0, 842.0, 709.0]",0.11498211917124637,82.571044921875
Office Supplies,Fasteners,LATAM,all,"[116.0, 188.41, 136.42000000000002, 101.57, 283.21, 261.14, 172.85, 548.67, 378.44000000000005, 286.78000000000003, 538.12, 150.23000000000002, 103.8, 223.62, 494.47999999999996, 224.68, 527.5799999999999, 204.20000000000002, 305.14, 345.23, 878.8700000000001, 411.99000000000007, 559.69, 128.68, 159.76999999999998, 169.79000000000002, 425.39, 463.15, 878.52, 398.34, 503.58000000000004, 359.82, 505.31999999999994, 509.05000000000007, 1109.9799999999998, 102.28999999999999, 90.19999999999999, 282.91999999999996, 551.1000000000001, 445.51000000000005, 742.66, 311.63, 200.07000000000002, 948.4200000000001, 1033.91, 888.6099999999999, 494.83000000000004, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 548.0, 6.0, -146.0, 298.0, 704.0, 984.0, 289.0, 454.0, 175.0, 1369.0, 1042.0, 1373.0, 510.0, 133.0, 243.0, 650.0, 482.0, 812.0, 542.0, 399.0, 305.0, 1482.0, 1395.0, 1475.0, 848.0, 235.0, 293.0, 774.0, 591.0, 990.0, 689.0, 442.0, 356.0, 1805.0, 1708.0, 1834.0]",0.6833532166039933,133.6488800048828
Office Supplies,Fasteners,USCA,all,"[93.69000000000001, 116.05999999999999, 50.760000000000005, 392.12, 145.76, 160.64, 341.43, 116.49000000000001, 268.54999999999995, 83.47, 234.89, 203.44, 106.32, 245.73000000000002, 263.96999999999997, 105.78999999999999, 156.01999999999998, 67.62, 73.08, 31.810000000000002, 243.26999999999998, 122.61, 419.08000000000004, 219.96, 110.42, 127.67000000000002, 64.0, 162.49, 302.55, 125.68, 101.74000000000001, 206.11999999999998, 185.93000000000004, 366.68, 334.65, 243.57, 95.78, 76.0, 230.37999999999997, 227.48, 91.04, 284.13, 145.32, 402.25, 489.9100000000001, 263.15, 457.42, 399.51, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 250.0, 222.0, 176.0, 313.0, 306.0, 180.0, 139.0, 285.0, 353.0, 358.0, 332.0, 409.0, 271.0, 158.0, 75.0, 140.0, 403.0, 369.0, 284.0, 406.0, 403.0, 364.0, 372.0, 471.0, 311.0, 150.0, 69.0, 163.0, 438.0, 397.0, 329.0, 447.0, 460.0, 428.0, 405.0, 543.0]",0.3239930901812234,100.27134704589844
Office Supplies,Labels,all,all,"[645.92, 393.5199999999999, 897.09, 704.29, 533.72, 1480.1399999999999, 924.71, 1141.02, 1660.7499999999998, 1370.2299999999998, 1870.7000000000003, 2047.9, 492.09, 645.73, 1204.8, 792.37, 1880.49, 1012.1299999999999, 779.5699999999999, 1618.0, 1509.16, 1983.1599999999996, 1868.84, 1689.43, 974.4100000000001, 668.1200000000001, 855.4300000000001, 609.73, 1249.7099999999998, 2784.56, 1154.39, 2210.7100000000005, 2114.4900000000002, 1500.73, 2603.6, 1590.2799999999997, 1442.74, 809.67, 1249.4599999999998, 1541.71, 1836.77, 3083.8900000000003, 2249.84, 3188.5199999999995, 2889.55, 2356.6000000000004, 2684.07, 2555.81, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1383.0, 2036.0, 213.0, 1055.0, -285.0, 2345.0, 2794.0, 2409.0, 3627.0, 1718.0, 3104.0, 1864.0, 2643.0, 2187.0, 433.0, 1283.0, 1017.0, 2750.0, 2456.0, 3299.0, 4547.0, 2863.0, 3577.0, 2496.0, 3216.0, 2553.0, 523.0, 1467.0, 1087.0, 3154.0, 2981.0, 3865.0, 5268.0, 3437.0, 4127.0, 2958.0]",0.32799444666145267,189.03048706054688
Office Supplies,Labels,Africa,all,"[69.19999999999999, 23.46, 61.620000000000005, 57.66, 6.1, 99.42, 132.15, 175.9, 77.84, 25.979999999999997, 144.61, 59.27, 9.73, 41.88, 91.04999999999998, 46.839999999999996, 33.18, 21.6, 36.790000000000006, 32.21, 493.90999999999997, 40.94, 44.58, 10.32, 36.3, 105.02, 170.04000000000002, 125.49000000000001, 93.72, 229.66, 104.81, 84.41, 238.35999999999999, 272.02, 147.79, 87.24000000000001, 82.82, 87.09, 125.32999999999998, 209.53999999999996, 174.2, 122.76, 47.06999999999999, 192.85000000000002, 145.42, 162.01999999999998, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 336.0, 316.0, 194.0, 96.0, 244.0, 413.0, 142.0, 236.0, 350.0, 192.0, 175.0, 332.0, 363.0, 269.0, 283.0, 265.0, 264.0, 244.0, 396.0, 504.0, 233.0, 222.0, 291.0, 397.0, 389.0, 387.0, 382.0, 365.0, 359.0, 371.0, 585.0, 776.0, 334.0, 239.0, 397.0, 560.0]",0.1023550268584788,1580.6790771484375
Office Supplies,Labels,Asia Pacific,all,"[298.98, 237.82, 326.60999999999996, 164.40999999999997, 335.06, 291.91, 230.72, 501.61, 490.85, 524.16, 566.8399999999999, 456.08, 271.38, 109.47, 217.13, 415.98, 999.99, 224.57999999999998, 113.74, 687.7800000000001, 333.68, 589.26, 574.6800000000001, 587.0699999999999, 348.58, 376.53000000000003, 308.29, 107.00999999999999, 618.6999999999999, 1252.76, 480.99, 512.1, 336.63999999999993, 572.8399999999999, 511.49000000000007, 459.47999999999996, 747.59, 293.47999999999996, 429.2, 630.3499999999999, 650.87, 1300.59, 462.54999999999995, 1251.75, 791.14, 825.59, 886.15, 700.0199999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -8.0, 413.0, 666.0, 405.0, 88.0, 731.0, 702.0, 690.0, 844.0, 666.0, 727.0, 654.0, 1090.0, 1034.0, 622.0, 595.0, 228.0, 1045.0, 713.0, 807.0, 1090.0, 643.0, 679.0, 793.0, 1177.0, 1105.0, 637.0, 580.0, 276.0, 1153.0, 905.0, 884.0, 1248.0, 751.0, 698.0, 937.0]",0.3031622235600177,132.58338928222656
Office Supplies,Labels,Europe,all,"[207.2, 90.53999999999999, 192.45, 316.71000000000004, 74.88, 202.76999999999998, 236.73000000000002, 327.75, 336.68999999999994, 234.34, 321.38, 549.87, 133.53, 210.89999999999998, 326.12, 71.22, 192.75, 370.76, 227.51999999999998, 644.38, 528.0899999999999, 320.58, 300.6, 414.75, 312.87, 167.92999999999998, 304.02, 184.71, 106.32, 340.43, 171.75, 886.8800000000001, 768.0800000000002, 248.75, 523.81, 209.0, 465.31999999999994, 351.94999999999993, 182.79, 260.55, 304.82, 785.99, 355.11, 1095.24, 829.23, 292.59000000000003, 738.64, 937.5699999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 223.0, 415.0, 256.0, 622.0, 233.0, 450.0, 687.0, 792.0, 1166.0, 437.0, 801.0, 375.0, 1528.0, 1011.0, 477.0, 699.0, 213.0, 719.0, 614.0, 1122.0, 998.0, 98.0, 47.0, 412.0, 935.0, 780.0, 563.0, 521.0, 212.0, 773.0, 730.0, 1184.0, 1174.0, 191.0, 19.0, 503.0]",0.41920326540194863,715.6005249023438
Office Supplies,Labels,LATAM,all,"[25.8, 113.22, 84.98, 66.02, 269.19, 112.78, 111.93, 366.14, 359.58000000000004, 339.8, 464.00000000000006, 53.01, 82.22, 38.16, 177.26, 371.23, 302.52, 91.35, 92.36, 386.11, 462.54999999999995, 377.55000000000007, 304.88, 177.32000000000002, 64.86, 196.74, 176.57999999999998, 176.06, 708.59, 220.03999999999996, 279.9, 568.67, 448.98, 419.24000000000007, 397.45000000000005, 59.3, 26.32, 297.85, 392.43, 325.39, 563.3499999999999, 232.62, 293.21000000000004, 661.72, 632.0600000000001, 705.9300000000001, 477.48, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 127.0, 140.0, 55.0, 74.0, 485.0, 311.0, 111.0, 212.0, 423.0, 564.0, 548.0, 828.0, 249.0, 17.0, 223.0, 433.0, 711.0, 579.0, 306.0, 266.0, 504.0, 774.0, 687.0, 1030.0, 431.0, -83.0, 209.0, 537.0, 937.0, 726.0, 556.0, 305.0, 535.0, 1103.0, 935.0, 1347.0]",0.28436029324721956,143.18911743164062
Office Supplies,Labels,USCA,all,"[44.74, 41.7, 203.19, 80.53, 51.66, 616.85, 212.32999999999998, 23.83, 389.23, 226.17000000000002, 498.07000000000005, 518.68, 24.439999999999998, 201.26, 532.34, 127.91000000000001, 269.68, 81.09, 325.35999999999996, 156.69, 229.07000000000002, 610.77, 122.1, 341.79, 91.06, 48.480000000000004, 10.08, 36.41, 178.59, 357.28999999999996, 187.89, 302.16999999999996, 336.28999999999996, 145.74999999999997, 910.7, 252.33, 22.74, 50.68, 256.8, 171.29000000000002, 430.35999999999996, 224.42000000000002, 1025.3600000000001, 425.55999999999995, 560.39, 413.51, 207.93, 278.72, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1028.0, 228.0, -111.0, -90.0, 203.0, 171.0, 187.0, 876.0, 359.0, 1053.0, -85.0, 1027.0, 424.0, 273.0, -34.0, 185.0, -40.0, 435.0, -54.0, 989.0, 677.0, 672.0, 379.0, 552.0, 314.0, 298.0, -13.0, 202.0, -28.0, 422.0, -55.0, 947.0, 650.0, 655.0, 369.0, 541.0]",0.3661399801720917,438.2698059082031
Office Supplies,Paper,all,all,"[2138.64, 1523.88, 2173.5899999999997, 2369.5000000000005, 2538.2599999999998, 4107.3, 2133.53, 6200.34, 3305.33, 3817.8100000000004, 7279.509999999999, 4806.299999999999, 2594.7200000000003, 1518.4599999999998, 4284.919999999999, 1458.89, 5294.0, 3405.1400000000003, 3365.15, 5057.830000000001, 5545.9800000000005, 4681.510000000001, 6997.150000000001, 6643.75, 3903.6, 3350.4, 3541.73, 3615.62, 7482.37, 9087.22, 4995.490000000002, 6952.33, 6680.74, 5132.75, 7523.240000000001, 7705.94, 3507.97, 2149.75, 4873.789999999999, 4472.22, 6363.68, 7730.100000000001, 4305.740000000001, 8239.11, 8808.98, 8413.020000000002, 8827.59, 10882.800000000001, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 4808.0, 3486.0, 3483.0, 2412.0, 9517.0, 6500.0, 5647.0, 6958.0, 8027.0, 7653.0, 8085.0, 8911.0, 9130.0, 5506.0, 3920.0, 4792.0, 10811.0, 8265.0, 10166.0, 8038.0, 11925.0, 9888.0, 9686.0, 12221.0, 13160.0, 7614.0, 4705.0, 6794.0, 13946.0, 11382.0, 14380.0, 11089.0, 16103.0, 13901.0, 13807.0, 16317.0]",0.5342588142181436,147.30950927734375
Office Supplies,Paper,Africa,all,"[55.62, 733.75, 17.88, 29.05, 109.61, 182.35000000000002, 1169.1599999999999, 504.15000000000003, 24.72, 232.14, 111.42999999999999, 90.97999999999999, 49.47, 193.61999999999998, 14.88, 639.82, 152.86, 118.8, 366.66999999999996, 52.89, 63.6, 16.71, 171.0, 407.58000000000004, 77.79, 672.03, 118.68, 203.54, 173.37, 646.82, 275.41999999999996, 278.47999999999996, 12.66, 550.58, 341.77000000000004, 233.34, 140.34, 283.5, 173.73, 554.02, 1392.2, 323.01, 361.9200000000001, 175.03, 376.46000000000004, 29.73, 596.3199999999999, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 960.0, 168.0, 695.0, 152.0, 487.0, 127.0, 1401.0, 612.0, 245.0, 741.0, 631.0, 199.0, -45.0, 658.0, 452.0, 708.0, 584.0, 1095.0, 1806.0, 470.0, 313.0, 774.0, 662.0, 134.0, 522.0, 973.0, 916.0, 1220.0, 908.0, 2246.0, 4351.0, 1079.0, 929.0, 1181.0, 1197.0, 421.0]",2.8652791935277895,337.4441223144531
Office Supplies,Paper,Asia Pacific,all,"[686.32, 329.44, 498.92999999999995, 1105.0, 756.54, 970.3299999999999, 147.8, 1290.13, 736.64, 1353.94, 1433.27, 1209.54, 1181.73, 680.3299999999999, 1268.19, 577.04, 1309.48, 1370.06, 1356.5700000000002, 1195.19, 1309.02, 1747.74, 1482.8999999999999, 2111.7799999999997, 1246.1699999999998, 623.81, 1092.95, 535.64, 2498.48, 2430.5600000000004, 1656.75, 2312.7200000000003, 1050.35, 1753.8000000000002, 1534.6899999999998, 3008.9500000000003, 1233.3200000000002, 137.96, 1121.7299999999998, 1081.24, 1984.38, 1600.4200000000003, 722.16, 2856.75, 1397.88, 3143.6, 1819.98, 2461.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2627.0, 844.0, -805.0, 3.0, 1762.0, 1311.0, 692.0, 695.0, 1678.0, 2019.0, 3146.0, 3041.0, 3221.0, 1812.0, 1302.0, 825.0, 2464.0, 1615.0, 947.0, 224.0, 2722.0, 2776.0, 3964.0, 2522.0, 3274.0, 2077.0, 968.0, 1222.0, 2912.0, 2228.0, 1526.0, 356.0, 3646.0, 3245.0, 5143.0, 3299.0]",0.7756614808167797,82.65221405029297
Office Supplies,Paper,Europe,all,"[832.46, 120.72999999999999, 333.09, 492.21, 736.16, 1572.7800000000002, 478.61999999999995, 834.3300000000002, 398.24, 585.35, 1047.0300000000002, 937.8499999999999, 475.59, 272.58, 1084.76, 264.75, 1134.6999999999998, 351.5, 876.23, 1279.42, 1271.4, 1066.44, 1090.9499999999998, 438.33000000000004, 940.9200000000001, 1436.96, 543.45, 686.16, 862.26, 2501.51, 238.68, 1930.56, 1309.7199999999998, 855.8399999999999, 1687.6800000000003, 768.6199999999999, 1015.8, 421.34, 495.33, 1291.7300000000002, 1221.46, 1748.28, 1062.3600000000001, 1717.53, 1528.13, 618.6500000000001, 1864.0900000000001, 2467.5299999999997, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1859.0, 1112.0, 794.0, -170.0, 1580.0, 750.0, 1177.0, 1797.0, 1663.0, 2527.0, 192.0, 1599.0, 2787.0, 1860.0, 2163.0, 578.0, 923.0, 1854.0, 1602.0, 1367.0, 2691.0, 1570.0, -249.0, 2422.0, 3186.0, 2305.0, 2342.0, 819.0, 1270.0, 2331.0, 2305.0, 1717.0, 3390.0, 1821.0, -386.0, 3655.0]",0.4770034213563324,255.4305877685547
Office Supplies,Paper,LATAM,all,"[322.22, 114.44, 122.5, 205.01999999999998, 499.04, 454.41, 627.3199999999999, 936.55, 272.52, 700.6600000000001, 715.97, 660.07, 475.97999999999996, 335.44, 253.6, 200.12, 943.3400000000001, 874.84, 588.36, 811.82, 878.0999999999999, 1156.55, 1477.0, 1130.1399999999999, 485.74, 123.16, 315.84000000000003, 983.83, 1193.6200000000001, 1163.72, 980.05, 1231.9999999999998, 1565.6299999999999, 1069.67, 1364.81, 1281.69, 51.41, 139.5, 614.14, 538.59, 664.7199999999999, 1123.68, 673.34, 1101.7399999999998, 1353.32, 2232.66, 1732.86, 1448.58, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 674.0, -322.0, 379.0, 698.0, 787.0, 1045.0, 1029.0, 757.0, 1501.0, 865.0, 1667.0, 1347.0, 1014.0, -613.0, 830.0, 1339.0, 1227.0, 1007.0, 1862.0, 1732.0, 1142.0, 911.0, 2196.0, 1823.0, 1293.0, -849.0, 644.0, 1239.0, 1319.0, 1318.0, 2351.0, 2051.0, 1338.0, 1282.0, 2975.0, 2428.0]",1.2904852623161989,175.32669067382812
Office Supplies,Paper,USCA,all,"[242.01999999999998, 225.51999999999998, 1219.07, 549.39, 517.47, 1000.17, 697.4399999999999, 1970.17, 1393.7800000000002, 1153.1399999999999, 3851.1000000000004, 1887.4099999999999, 370.44, 180.64, 1484.75, 402.1, 1266.66, 655.8800000000001, 425.19, 1404.73, 2034.57, 647.18, 2929.59, 2792.5, 823.19, 1088.6799999999998, 917.4599999999999, 1291.31, 2724.4700000000003, 2818.0600000000004, 1473.19, 1201.63, 2476.5600000000004, 1440.7799999999997, 2385.48, 2304.91, 974.1, 1310.61, 2359.09, 1386.9299999999998, 1939.1, 1865.52, 1524.87, 2201.17, 4354.619999999999, 2041.6499999999996, 3380.93, 3909.3700000000003, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2670.0, 1843.0, 2264.0, 1747.0, 2281.0, 2805.0, 1164.0, 1291.0, 3450.0, 2979.0, 2622.0, 3543.0, 2860.0, 1787.0, 2437.0, 2744.0, 2753.0, 3945.0, 2226.0, 2443.0, 5775.0, 5411.0, 3783.0, 5948.0, 5101.0, 2460.0, 3379.0, 4465.0, 4121.0, 5799.0, 3946.0, 3442.0, 7703.0, 8637.0, 5306.0, 8592.0]",0.385320819094381,94.63842010498047
Office Supplies,Storage,all,all,"[13940.130000000001, 10532.11, 9539.23, 12057.689999999999, 16948.79, 13149.230000000001, 12051.089999999998, 16962.489999999998, 25643.64, 22043.52, 23307.78, 31111.16000000001, 16204.779999999999, 6532.65, 18034.800000000003, 15579.98, 13707.43, 22127.569999999996, 17647.36, 29502.760000000002, 22623.04, 15389.75, 26821.75, 23522.96, 20719.88, 16245.18, 15301.7, 16910.84, 21866.1, 25056.519999999993, 25490.129999999997, 25993.94, 34455.579999999994, 19810.89, 41464.74, 45118.37, 19786.670000000002, 17805.89, 24435.020000000004, 25931.72, 33242.19, 40535.240000000005, 21505.46, 38813.869999999995, 40284.219999999994, 31046.769999999997, 54997.34, 35013.829999999994, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 46409.0, 13107.0, 21804.0, 8729.0, 24620.0, 38952.0, 41704.0, 27219.0, 32239.0, 19525.0, 44894.0, 56217.0, 24137.0, 29869.0, 17662.0, 36593.0, 37991.0, 51285.0, 53595.0, 17768.0, 64502.0, 30647.0, 65478.0, 75842.0, 40429.0, 40727.0, 24958.0, 51670.0, 50033.0, 70178.0, 75241.0, 24910.0, 85888.0, 45057.0, 83609.0, 101248.0]",0.9768325923424628,192.1434326171875
Office Supplies,Storage,Africa,all,"[2489.58, 3709.9399999999996, 703.14, 854.01, 1663.98, 1186.69, 2808.48, 834.28, 982.9300000000001, 518.05, 760.28, 1215.17, 1172.73, 32.1, 981.01, 136.95999999999998, 857.42, 2059.7700000000004, 1206.87, 2792.71, 1596.85, 453.53, 2789.94, 2663.6, 1905.7500000000002, 4818.499999999999, 361.6, 842.01, 1360.47, 868.8199999999999, 2827.1299999999997, 4230.92, 3728.07, 891.0, 2350.21, 6395.82, 1298.76, 1942.1899999999998, 3927.4500000000003, 747.95, 3259.65, 6064.720000000001, 1186.22, 3052.71, 2793.26, 807.0700000000002, 4856.59, 1687.28, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 5424.0, 764.0, 4836.0, 929.0, 1901.0, 4200.0, 3123.0, -1383.0, 3186.0, 4521.0, 698.0, 4566.0, 2831.0, 2603.0, 2703.0, 10808.0, 1576.0, 5268.0, 10134.0, 4387.0, 8144.0, 3548.0, 1965.0, 9056.0, 2433.0, 2790.0, 6474.0, 16586.0, 1830.0, 10243.0, 19318.0, 6065.0, 14410.0, 8639.0, 2903.0, 16998.0]",2.2602460397109905,162.12298583984375
